campus_number,baseball,basketball,cheer_drill,cross_country,football,golf,soccer,softball,swim,team_tennis,tennis,track,volley,water_polo,wrestling,archery,bowling,capoiera,disc_golf,flag_football,fun_fit,gymnastics,karate,lacrosse,running,squash,strength,yoga
359,-99,5,3,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,3
390,"1,2","1,2,3,4","1,2,3,4",-99,-99,-99,"1,2,3,4",-99,-99,-99,-99,-99,"3,4",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
120,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
168,-99,5,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
132,-99,"1,3",3,-99,-99,-99,"1,3",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
186,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
41,1,"2,4",4,"2,4",2,-99,"2,4","1,3","2,4",-99,-99,"2,4",4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99
223,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
185,-99,5,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
476,-99,"2,4",4,-99,"2,6",-99,"2,6",-99,-99,-99,-99,-99,"4,6",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,"1,2,3",-99,-99,"1,2,3"
485,-99,5,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
369,-99,5,5,-99,-99,-99,-99,-99,-99,-99,-99,5,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
156,-99,5,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
48,-99,"2,4",-99,-99,"2,4",-99,"2,4",-99,-99,-99,-99,"2,4",4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
192,-99,1,3,-99,-99,-99,"1,3",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
53,"1,2","2,4","3,4","1,2,3,4",2,-99,"1,2,3,4","3,4","2,4",-99,-99,"1,2,3,4","3,4",-99,"1,2,3,4",-99,-99,-99,-99,-99,-99,-99,"1,2",-99,-99,"1,2",-99,-99
222,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
125,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
155,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
46,-99,"2,4",4,"2,4",2,-99,"2,4",-99,"1,3",-99,-99,"2,4",4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
181,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
20,2,"2,4",5,"2,4",2,"2,4","2,4",4,"2,4","2,4","2,4","2,4","2,4",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
256,-99,-99,-99,-99,-99,-99,"1,5",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99
212,-99,-99,-99,-99,-99,-99,"1,3,5",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
144,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
137,-99,5,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
291,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
240,-99,1,3,5,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99
64,1,"2,4",4,6,2,-99,"2,4",3,-99,2,-99,6,4,-99,-99,3,-99,-99,-99,3,-99,3,3,"1,2",-99,-99,-99,-99
221,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99
14,2,"2,4",4,"2,4",2,"2,4","2,4",4,-99,"2,4","2,4","2,4",4,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,-99,"1,2",-99
71,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
151,-99,5,3,5,5,5,5,-99,-99,-99,-99,5,5,-99,-99,3,3,-99,-99,3,-99,3,-99,-99,3,-99,-99,-99
201,-99,1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
54,"2,4",-99,-99,-99,2,-99,"1,2,4",-99,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
229,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
9,"2,4","2,4","3,5","2,4",2,-99,"1,2,3,4",4,-99,-99,-99,"2,4","1,4",-99,"2,4",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99
188,-99,5,5,-99,-99,-99,5,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99
102,-99,5,"5,6",-99,5,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
57,1,"2,4",6,"2,4",5,-99,"2,4",3,"2,4",5,5,"2,4",4,-99,5,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,3,3
287,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
310,2,"2,4",5,6,2,-99,"2,4",4,-99,-99,-99,"2,4",4,-99,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
117,-99,"1,3",3,-99,"1,3",-99,-99,-99,-99,-99,-99,"1,3",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,"1,2",-99,-99,-99
255,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
204,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99
50,-99,"1,3",3,-99,1,-99,"1,3",-99,-99,-99,-99,"1,3",3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,"1,2",-99
49,3,"2,3",3,4,2,-99,"2,4",3,6,-99,-99,6,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,3,-99,-99,-99
463,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,4,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
80,-99,"2,4",-99,6,-99,-99,"2,4",-99,-99,-99,-99,6,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1,"1,2","1,2,3,4","1,2,3,4","1,2,3,4","1,2","1,2,3,4","1,2,3,4","3,4",-99,-99,-99,"1,2,3,4","1,2,3,4",-99,"1,2,3,4",-99,-99,-99,-99,-99,-99,-99,-99,-99,"1,2",-99,"1,2",-99
483,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
478,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
97,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
100,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
466,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
402,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
320,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,-99,-99,5,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,3,-99,-99,-99
351,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
468,-99,1,5,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,3,-99
16,"2,4","2,4",4,"2,4",2,"2,4,6","2,4",4,"2,4,6",-99,-99,"2,4,6",4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
286,-99,-99,"3,4",5,-99,-99,"1,3",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99
36,2,"2,4","4,6","2,4",2,"2,4","2,4",4,"2,4","2,4","2,4","2,4",4,"2,4","2,4",-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,"1,2",-99
211,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99
285,-99,5,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
395,-99,1,3,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
178,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
3,"2,6","2,4","2,4,6","2,4","2,4,6","2,4","2,4","4,6","2,4","2,4","2,4","2,4",4,"2,4","2,4",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
138,-99,5,5,-99,-99,-99,"1,3",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,"1,2",-99,-99,-99
12,2,"2,4",4,"2,4",2,"2,4","2,4",4,"2,4","2,4","2,4","2,4",4,-99,"2,4",-99,-99,-99,-99,-99,-99,-99,-99,-99,"1,2","1,2",-99,-99
189,-99,5,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,3,-99,3,-99,-99,-99
105,-99,-99,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
338,-99,"2,4",5,"2,4",2,-99,"2,4",-99,-99,-99,-99,"2,4",4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
281,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
60,-99,"2,4",4,"2,4",2,-99,"2,4",-99,-99,-99,-99,"2,4",4,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,3
216,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
55,"1,3","2,4",5,"2,4",2,-99,"2,4",3,"2,4,6",-99,-99,"2,4,6",4,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99
473,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
180,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
358,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,3,-99
232,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
169,-99,5,5,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,"1,2",-99,-99,-99
27,2,"2,4","5,6","2,4,5",2,6,"2,4",4,"5,6","5,6","2,4","2,4,5",4,6,"2,4",-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,3,-99
237,-99,-99,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
59,-99,"2,4",6,-99,2,-99,"2,4",-99,-99,-99,-99,"2,4",4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
244,-99,-99,-99,-99,-99,-99,"1,3",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99
197,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
337,1,"2,4",6,6,2,-99,"2,4",3,6,5,5,6,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,"1,2",-99,-99,-99,3
228,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
26,-99,"1,3",3,-99,-99,-99,1,-99,-99,-99,-99,-99,"1,3",-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,1,-99
323,-99,1,3,-99,-99,-99,"1,3",-99,-99,-99,-99,-99,"1,3,5",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99
218,1,"2,4",4,"2,4",-99,-99,"2,4",-99,-99,-99,-99,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
2,"1,2,3,4","1,2,3,4","1,2,3,4","1,2,3,4","1,2","5,6","1,2,3,4","3,4","5,6","5,6","5,6","5,6","3,4","1,2,3,4","1,2,3,4",-99,-99,-99,3,-99,3,-99,-99,3,"1,2",-99,"1,2",3
290,-99,-99,3,-99,-99,-99,"1,3",-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
484,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
107,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
467,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
62,1,"2,4",3,"2,4","2,4",-99,"2,4",-99,"2,4",-99,-99,"1,2,3,4",4,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,3,3
301,-99,-99,-99,-99,-99,-99,"1,3",-99,-99,-99,-99,-99,"1,3",-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,3,-99,-99,-99
322,2,5,5,6,-99,5,6,-99,-99,-99,6,6,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
198,-99,-99,-99,-99,-99,5,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
147,-99,-99,-99,-99,-99,-99,"1,3,5",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
4,2,"2,4","3,4","2,4",2,-99,"2,4",4,-99,-99,-99,"2,4",4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99
51,-99,"2,4","1,3","2,4",2,-99,"2,4",-99,-99,-99,-99,"2,4",4,-99,-99,-99,-99,-99,-99,-99,3,-99,3,-99,-99,-99,3,-99
106,-99,5,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
34,-99,"1,3,5",5,-99,-99,-99,"1,3,5",-99,-99,-99,-99,-99,"1,3,5",-99,-99,3,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99
81,-99,"1,2,3,4",-99,"2,4",-99,-99,"2,4",-99,-99,-99,-99,"1,2,3,4","4,5",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
17,2,"2,4",6,"2,4",2,5,"2,4",4,-99,-99,5,"2,4",4,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
68,1,"2,4","4,6","2,4","2,6",-99,"2,4",-99,-99,-99,-99,"2,4",4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
128,5,5,5,-99,5,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
460,-99,"2,4",3,"2,4",-99,-99,"2,4",-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99
148,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
269,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
389,-99,-99,-99,-99,-99,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
209,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
297,-99,-99,-99,-99,-99,-99,"1,3,5",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
279,-99,-99,5,-99,-99,-99,"2,4",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,2
477,"2,4","2,4","4,6","2,4,6",2,5,"2,4","2,4",-99,-99,-99,"2,4,6",4,-99,"2,4,6",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99
234,1,5,3,-99,5,-99,"1,3",3,-99,-99,5,-99,3,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,3,-99,-99,3
140,5,5,5,-99,5,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
