"entity_id","type","value","id"
"463","sports_uil_girls","Track/Field",""
"463","sports_uil_girls","Volleyball",""
"080","sports_uil_coed","Cross Country",""
"080","sports_uil_boys","Cheer/Drill",""
"080","sports_uil_girls","Cheer/Drill",""
"080","sports_uil_coed","Track/Field",""
"080","sports_uil_girls","Volleyball",""
"001","sports_club_boys","Baseball",""
"001","sports_uil_boys","Baseball",""
"001","sports_club_boys","Cheer/Drill",""
"001","sports_uil_boys","Cheer/Drill",""
"001","sports_club_girls","Cheer/Drill",""
"001","sports_uil_girls","Cheer/Drill",""
"001","sports_club_boys","Cross Country",""
"001","sports_uil_boys","Cross Country",""
"001","sports_club_girls","Cross Country",""
"001","sports_uil_girls","Cross Country",""
"001","sports_club_boys","Football",""
"001","sports_uil_boys","Football",""
"001","sports_club_boys","Golf",""
"001","sports_uil_boys","Golf",""
"001","sports_club_girls","Golf",""
"001","sports_uil_girls","Golf",""
"001","sports_club_boys","Cheer/Drill",""
"001","sports_uil_boys","Cheer/Drill",""
"001","sports_club_girls","Cheer/Drill",""
"001","sports_uil_girls","Cheer/Drill",""
"001","sports_club_girls","Softball",""
"001","sports_uil_girls","Softball",""
"001","sports_club_boys","Track/Field",""
"001","sports_uil_boys","Track/Field",""
"001","sports_club_girls","Track/Field",""
"001","sports_uil_girls","Track/Field",""
"001","sports_club_boys","Volleyball",""
"001","sports_uil_boys","Volleyball",""
"001","sports_club_girls","Volleyball",""
"001","sports_uil_girls","Volleyball",""
"001","sports_club_boys","Wrestling",""
"001","sports_uil_boys","Wrestling",""
"001","sports_club_girls","Wrestling",""
"001","sports_uil_girls","Wrestling",""
"001","sports_club_boys","Running",""
"001","sports_club_girls","Running",""
"001","sports_club_boys","Strength/Conditioning",""
"001","sports_club_girls","Strength/Conditioning",""
"483","sports","Sports Not Offered",""
"478","sports","Sports Not Offered",""
"097","sports","Sports Not Offered",""
"100","sports","Sports Not Offered",""
"466","sports","Sports Not Offered",""
"402","sports","Sports Not Offered",""
"320","sports","Sports Not Offered",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
" NA","","",""
"292","sports_club_coed","Cheer/Drill",""
"292","sports_club_coed","Cheer/Drill",""
"292","sports_club_coed","Karate",""
"292","sports_club_coed","Running",""
"351","sports","Sports Not Offered",""
"468","sports_club_coed","Cheer/Drill",""
"468","sports_club_boys","Cheer/Drill",""
"468","sports_club_boys","Flag Football",""
"468","sports_club_coed","Strength/Conditioning",""
"016","sports_uil_boys","Baseball",""
"016","sports_uil_girls","Baseball",""
"016","sports_uil_girls","Cheer/Drill",""
"016","sports_uil_boys","Cross Country",""
"016","sports_uil_girls","Cross Country",""
"016","sports_uil_boys","Football",""
"016","sports_uil_boys","Golf",""
"016","sports_uil_girls","Golf",""
"016","sports_uil_coed","Golf",""
"016","sports_uil_boys","Cheer/Drill",""
"016","sports_uil_girls","Cheer/Drill",""
"016","sports_uil_girls","Softball",""
"016","sports_uil_boys","Swimming/Diving",""
"016","sports_uil_girls","Swimming/Diving",""
"016","sports_uil_coed","Swimming/Diving",""
"016","sports_uil_boys","Track/Field",""
"016","sports_uil_girls","Track/Field",""
"016","sports_uil_coed","Track/Field",""
"016","sports_uil_girls","Volleyball",""
"286","sports_club_girls","Cheer/Drill",""
"286","sports_uil_girls","Cheer/Drill",""
"286","sports_club_coed","Cross Country",""
"286","sports_club_boys","Cheer/Drill",""
"286","sports_club_girls","Cheer/Drill",""
"286","sports_club_coed","Running",""
"036","sports_uil_boys","Baseball",""
"036","sports_uil_girls","Cheer/Drill",""
"036","sports_uil_coed","Cheer/Drill",""
"036","sports_uil_boys","Cross Country",""
"036","sports_uil_girls","Cross Country",""
"036","sports_uil_boys","Football",""
"036","sports_uil_boys","Golf",""
"036","sports_uil_girls","Golf",""
"036","sports_uil_boys","Cheer/Drill",""
"036","sports_uil_girls","Cheer/Drill",""
"036","sports_uil_girls","Softball",""
"036","sports_uil_boys","Swimming/Diving",""
"036","sports_uil_girls","Swimming/Diving",""
"036","sports_uil_boys","Cheer/Drill",""
"036","sports_uil_girls","Cheer/Drill",""
"036","sports_uil_boys","Tennis",""
"036","sports_uil_girls","Tennis",""
"036","sports_uil_boys","Track/Field",""
"036","sports_uil_girls","Track/Field",""
"036","sports_uil_girls","Volleyball",""
"036","sports_uil_boys","Water Polo",""
"036","sports_uil_girls","Water Polo",""
"036","sports_uil_boys","Wrestling",""
"036","sports_uil_girls","Wrestling",""
"036","sports_club_boys","Lacrosse",""
"036","sports_club_boys","Strength/Conditioning",""
"036","sports_club_girls","Strength/Conditioning",""
"211","sports_club_coed","Cheer/Drill",""
"211","sports_club_girls","Running",""
"285","sports_club_coed","Cheer/Drill",""
"395","sports_club_girls","Cheer/Drill",""
"395","sports_club_boys","Cheer/Drill",""
"178","sports","Sports Not Offered",""
"003","sports_uil_boys","Baseball",""
"003","sports_uil_coed","Baseball",""
"003","sports_uil_boys","Cheer/Drill",""
"003","sports_uil_girls","Cheer/Drill",""
"003","sports_uil_coed","Cheer/Drill",""
"003","sports_uil_boys","Cross Country",""
"003","sports_uil_girls","Cross Country",""
"003","sports_uil_boys","Football",""
"003","sports_uil_girls","Football",""
"003","sports_uil_coed","Football",""
"003","sports_uil_boys","Golf",""
"003","sports_uil_girls","Golf",""
"003","sports_uil_boys","Cheer/Drill",""
"003","sports_uil_girls","Cheer/Drill",""
"003","sports_uil_girls","Softball",""
"003","sports_uil_coed","Softball",""
"003","sports_uil_boys","Swimming/Diving",""
"003","sports_uil_girls","Swimming/Diving",""
"003","sports_uil_boys","Cheer/Drill",""
"003","sports_uil_girls","Cheer/Drill",""
"003","sports_uil_boys","Tennis",""
"003","sports_uil_girls","Tennis",""
"003","sports_uil_boys","Track/Field",""
"003","sports_uil_girls","Track/Field",""
"003","sports_uil_girls","Volleyball",""
"003","sports_uil_boys","Water Polo",""
"003","sports_uil_girls","Water Polo",""
"003","sports_uil_boys","Wrestling",""
"003","sports_uil_girls","Wrestling",""
"138","sports_club_coed","Cheer/Drill",""
"138","sports_club_boys","Cheer/Drill",""
"138","sports_club_girls","Cheer/Drill",""
"138","sports_club_boys","Running",""
"138","sports_club_girls","Running",""
"012","sports_uil_boys","Baseball",""
"012","sports_uil_girls","Cheer/Drill",""
"012","sports_uil_boys","Cross Country",""
"012","sports_uil_girls","Cross Country",""
"012","sports_uil_boys","Football",""
"012","sports_uil_boys","Golf",""
"012","sports_uil_girls","Golf",""
"012","sports_uil_boys","Cheer/Drill",""
"012","sports_uil_girls","Cheer/Drill",""
"012","sports_uil_girls","Softball",""
"012","sports_uil_boys","Swimming/Diving",""
"012","sports_uil_girls","Swimming/Diving",""
"012","sports_uil_boys","Cheer/Drill",""
"012","sports_uil_girls","Cheer/Drill",""
"012","sports_uil_boys","Tennis",""
"012","sports_uil_girls","Tennis",""
"012","sports_uil_boys","Track/Field",""
"012","sports_uil_girls","Track/Field",""
"012","sports_uil_girls","Volleyball",""
"012","sports_uil_boys","Wrestling",""
"012","sports_uil_girls","Wrestling",""
"012","sports_club_boys","Running",""
"012","sports_club_girls","Running",""
"012","sports_club_boys","Squash",""
"012","sports_club_girls","Squash",""
"189","sports_club_girls","Cross Country",""
"189","sports_club_coed","Gymnastics",""
"189","sports_club_coed","Karate",""
"189","sports_club_coed","Running",""
"105","sports_club_coed","Cheer/Drill",""
"338","sports_club_coed","Cheer/Drill",""
"338","sports_uil_boys","Cross Country",""
"338","sports_uil_girls","Cross Country",""
"338","sports_uil_boys","Football",""
"338","sports_uil_boys","Cheer/Drill",""
"338","sports_uil_girls","Cheer/Drill",""
"338","sports_uil_boys","Track/Field",""
"338","sports_uil_girls","Track/Field",""
"338","sports_uil_girls","Volleyball",""
"281","sports","Sports Not Offered",""
"060","sports_uil_girls","Cheer/Drill",""
"060","sports_uil_boys","Cross Country",""
"060","sports_uil_girls","Cross Country",""
"060","sports_uil_boys","Football",""
"060","sports_uil_boys","Cheer/Drill",""
"060","sports_uil_girls","Cheer/Drill",""
"060","sports_uil_boys","Track/Field",""
"060","sports_uil_girls","Track/Field",""
"060","sports_uil_girls","Volleyball",""
"060","sports_club_coed","Karate",""
"060","sports_club_coed","Yoga",""
"216","sports","Sports Not Offered",""
"055","sports_club_boys","Baseball",""
"055","sports_club_girls","Baseball",""
"055","sports_club_coed","Cheer/Drill",""
"055","sports_uil_boys","Cross Country",""
"055","sports_uil_girls","Cross Country",""
"055","sports_uil_boys","Football",""
"055","sports_uil_boys","Cheer/Drill",""
"055","sports_uil_girls","Cheer/Drill",""
"055","sports_club_girls","Softball",""
"055","sports_uil_boys","Swimming/Diving",""
"055","sports_uil_girls","Swimming/Diving",""
"055","sports_uil_coed","Swimming/Diving",""
"055","sports_uil_boys","Track/Field",""
"055","sports_uil_girls","Track/Field",""
"055","sports_uil_coed","Track/Field",""
"055","sports_uil_girls","Volleyball",""
"055","sports_club_coed","Karate",""
"473","sports","Sports Not Offered",""
"180","sports","Sports Not Offered",""
"358","sports_club_coed","Cheer/Drill",""
"358","sports_club_coed","Track/Field",""
"358","sports_club_coed","Fun Fit",""
"358","sports_club_coed","Strength/Conditioning",""
"232","sports","Sports Not Offered",""
"169","sports_club_coed","Cheer/Drill",""
"169","sports_club_coed","Cheer/Drill",""
"169","sports_club_coed","Karate",""
"169","sports_club_boys","Running",""
"169","sports_club_girls","Running",""
"027","sports_uil_boys","Baseball",""
"027","sports_club_coed","Cheer/Drill",""
"027","sports_uil_coed","Cheer/Drill",""
"027","sports_uil_boys","Cross Country",""
"027","sports_uil_girls","Cross Country",""
"027","sports_club_coed","Cross Country",""
"027","sports_uil_boys","Football",""
"027","sports_uil_coed","Golf",""
"027","sports_uil_boys","Cheer/Drill",""
"027","sports_uil_girls","Cheer/Drill",""
"027","sports_uil_girls","Softball",""
"027","sports_club_coed","Swimming/Diving",""
"027","sports_uil_coed","Swimming/Diving",""
"027","sports_club_coed","Cheer/Drill",""
"027","sports_uil_coed","Cheer/Drill",""
"027","sports_uil_boys","Tennis",""
"027","sports_uil_girls","Tennis",""
"027","sports_uil_boys","Track/Field",""
"027","sports_uil_girls","Track/Field",""
"027","sports_club_coed","Track/Field",""
"027","sports_uil_girls","Volleyball",""
"027","sports_uil_coed","Water Polo",""
"027","sports_uil_boys","Wrestling",""
"027","sports_uil_girls","Wrestling",""
"027","sports_club_coed","Running",""
"027","sports_club_coed","Strength/Conditioning",""
"237","sports_club_coed","Cheer/Drill",""
"059","sports_uil_coed","Cheer/Drill",""
"059","sports_uil_boys","Football",""
"059","sports_uil_boys","Cheer/Drill",""
"059","sports_uil_girls","Cheer/Drill",""
"059","sports_uil_boys","Track/Field",""
"059","sports_uil_girls","Track/Field",""
"059","sports_uil_girls","Volleyball",""
"244","sports_club_boys","Cheer/Drill",""
"244","sports_club_girls","Cheer/Drill",""
"244","sports_club_girls","Running",""
"197","sports","Sports Not Offered",""
"337","sports_club_boys","Baseball",""
"337","sports_uil_coed","Cheer/Drill",""
"337","sports_uil_coed","Cross Country",""
"337","sports_uil_boys","Football",""
"337","sports_uil_boys","Cheer/Drill",""
"337","sports_uil_girls","Cheer/Drill",""
"337","sports_club_girls","Softball",""
"337","sports_uil_coed","Swimming/Diving",""
"337","sports_club_coed","Cheer/Drill",""
"337","sports_club_coed","Tennis",""
"337","sports_uil_coed","Track/Field",""
"337","sports_uil_girls","Volleyball",""
"337","sports_club_boys","Lacrosse",""
"337","sports_club_girls","Lacrosse",""
"337","sports_club_coed","Yoga",""
"228","sports","Sports Not Offered",""
"026","sports_club_girls","Cheer/Drill",""
"026","sports_club_boys","Cheer/Drill",""
"026","sports_club_boys","Volleyball",""
"026","sports_club_girls","Volleyball",""
"026","sports_club_coed","Gymnastics",""
"026","sports_club_boys","Strength/Conditioning",""
"323","sports_club_girls","Cheer/Drill",""
"323","sports_club_boys","Cheer/Drill",""
"323","sports_club_girls","Cheer/Drill",""
"323","sports_club_boys","Volleyball",""
"323","sports_club_girls","Volleyball",""
"323","sports_club_coed","Volleyball",""
"323","sports_club_boys","Strength/Conditioning",""
"218","sports_club_boys","Baseball",""
"218","sports_uil_girls","Cheer/Drill",""
"218","sports_uil_boys","Cross Country",""
"218","sports_uil_girls","Cross Country",""
"218","sports_uil_boys","Cheer/Drill",""
"218","sports_uil_girls","Cheer/Drill",""
"218","sports_uil_girls","Volleyball",""
"002","sports_club_boys","Baseball",""
"002","sports_uil_boys","Baseball",""
"002","sports_club_girls","Baseball",""
"002","sports_uil_girls","Baseball",""
"002","sports_club_boys","Cheer/Drill",""
"002","sports_uil_boys","Cheer/Drill",""
"002","sports_club_girls","Cheer/Drill",""
"002","sports_uil_girls","Cheer/Drill",""
"002","sports_club_boys","Cross Country",""
"002","sports_uil_boys","Cross Country",""
"002","sports_club_girls","Cross Country",""
"002","sports_uil_girls","Cross Country",""
"002","sports_club_boys","Football",""
"002","sports_uil_boys","Football",""
"002","sports_club_coed","Golf",""
"002","sports_uil_coed","Golf",""
"002","sports_club_boys","Cheer/Drill",""
"002","sports_uil_boys","Cheer/Drill",""
"002","sports_club_girls","Cheer/Drill",""
"002","sports_uil_girls","Cheer/Drill",""
"002","sports_club_girls","Softball",""
"002","sports_uil_girls","Softball",""
"002","sports_club_coed","Swimming/Diving",""
"002","sports_uil_coed","Swimming/Diving",""
"002","sports_club_coed","Cheer/Drill",""
"002","sports_uil_coed","Cheer/Drill",""
"002","sports_club_coed","Tennis",""
"002","sports_uil_coed","Tennis",""
"002","sports_club_coed","Track/Field",""
"002","sports_uil_coed","Track/Field",""
"002","sports_club_girls","Volleyball",""
"002","sports_uil_girls","Volleyball",""
"002","sports_club_boys","Water Polo",""
"002","sports_uil_boys","Water Polo",""
"002","sports_club_girls","Water Polo",""
"002","sports_uil_girls","Water Polo",""
"002","sports_club_boys","Wrestling",""
"002","sports_uil_boys","Wrestling",""
"002","sports_club_girls","Wrestling",""
"002","sports_uil_girls","Wrestling",""
"002","sports_club_coed","Disc Golf",""
"002","sports_club_coed","Fun Fit",""
"002","sports_club_coed","Lacrosse",""
"002","sports_club_boys","Running",""
"002","sports_club_girls","Running",""
"002","sports_club_boys","Strength/Conditioning",""
"002","sports_club_girls","Strength/Conditioning",""
"002","sports_club_coed","Yoga",""
"290","sports_club_girls","Cheer/Drill",""
"290","sports_club_boys","Cheer/Drill",""
"290","sports_club_girls","Cheer/Drill",""
"290","sports_club_coed","Swimming/Diving",""
"484","sports","Sports Not Offered",""
"107","sports","Sports Not Offered",""
"467","sports_club_girls","Cheer/Drill",""
"062","sports_club_boys","Baseball",""
"062","sports_club_girls","Cheer/Drill",""
"062","sports_uil_boys","Cross Country",""
"062","sports_uil_girls","Cross Country",""
"062","sports_uil_boys","Football",""
"062","sports_uil_girls","Football",""
"062","sports_uil_boys","Cheer/Drill",""
"062","sports_uil_girls","Cheer/Drill",""
"062","sports_uil_boys","Swimming/Diving",""
"062","sports_uil_girls","Swimming/Diving",""
"062","sports_club_boys","Track/Field",""
"062","sports_uil_boys","Track/Field",""
"062","sports_club_girls","Track/Field",""
"062","sports_uil_girls","Track/Field",""
"062","sports_uil_girls","Volleyball",""
"062","sports_club_coed","Fun Fit",""
"062","sports_club_coed","Strength/Conditioning",""
"062","sports_club_coed","Yoga",""
"301","sports_club_boys","Cheer/Drill",""
"301","sports_club_girls","Cheer/Drill",""
"301","sports_club_boys","Volleyball",""
"301","sports_club_girls","Volleyball",""
"301","sports_club_coed","Flag Football",""
"301","sports_club_coed","Running",""
"322","sports_uil_boys","Baseball",""
"322","sports_club_coed","Cheer/Drill",""
"322","sports_uil_coed","Cross Country",""
"322","sports_club_coed","Golf",""
"322","sports_uil_coed","Cheer/Drill",""
"322","sports_uil_coed","Tennis",""
"322","sports_uil_coed","Track/Field",""
"322","sports_uil_girls","Volleyball",""
"198","sports_club_coed","Golf",""
"198","sports_club_coed","Cheer/Drill",""
"147","sports_club_boys","Cheer/Drill",""
"147","sports_club_girls","Cheer/Drill",""
"147","sports_club_coed","Cheer/Drill",""
"004","sports_uil_boys","Baseball",""
"004","sports_club_girls","Cheer/Drill",""
"004","sports_uil_girls","Cheer/Drill",""
"004","sports_uil_boys","Cross Country",""
"004","sports_uil_girls","Cross Country",""
"004","sports_uil_boys","Football",""
"004","sports_uil_boys","Cheer/Drill",""
"004","sports_uil_girls","Cheer/Drill",""
"004","sports_uil_girls","Softball",""
"004","sports_uil_boys","Track/Field",""
"004","sports_uil_girls","Track/Field",""
"004","sports_uil_girls","Volleyball",""
"004","sports_club_coed","Strength/Conditioning",""
"051","sports_club_boys","Cheer/Drill",""
"051","sports_club_girls","Cheer/Drill",""
"051","sports_uil_boys","Cross Country",""
"051","sports_uil_girls","Cross Country",""
"051","sports_uil_boys","Football",""
"051","sports_uil_boys","Cheer/Drill",""
"051","sports_uil_girls","Cheer/Drill",""
"051","sports_uil_boys","Track/Field",""
"051","sports_uil_girls","Track/Field",""
"051","sports_uil_girls","Volleyball",""
"051","sports_club_coed","Fun Fit",""
"051","sports_club_coed","Karate",""
"051","sports_club_coed","Strength/Conditioning",""
"106","sports_club_girls","Cheer/Drill",""
"034","sports_club_coed","Archery",""
"034","sports_club_coed","Cheer/Drill",""
"034","sports_club_boys","Cheer/Drill",""
"034","sports_club_girls","Cheer/Drill",""
"034","sports_club_coed","Cheer/Drill",""
"034","sports_club_boys","Volleyball",""
"034","sports_club_girls","Volleyball",""
"034","sports_club_coed","Volleyball",""
"034","sports_club_coed","Archery",""
"034","sports_club_coed","Flag Football",""
"081","sports_uil_boys","Cross Country",""
"081","sports_uil_girls","Cross Country",""
"081","sports_uil_boys","Cheer/Drill",""
"081","sports_uil_girls","Cheer/Drill",""
"081","sports_club_boys","Track/Field",""
"081","sports_uil_boys","Track/Field",""
"081","sports_club_girls","Track/Field",""
"081","sports_uil_girls","Track/Field",""
"081","sports_uil_girls","Volleyball",""
"081","sports_club_coed","Volleyball",""
"017","sports_uil_boys","Baseball",""
"017","sports_uil_coed","Cheer/Drill",""
"017","sports_uil_boys","Cross Country",""
"017","sports_uil_girls","Cross Country",""
"017","sports_uil_boys","Football",""
"017","sports_club_coed","Golf",""
"017","sports_uil_boys","Cheer/Drill",""
"017","sports_uil_girls","Cheer/Drill",""
"017","sports_uil_girls","Softball",""
"017","sports_club_coed","Tennis",""
"017","sports_uil_boys","Track/Field",""
"017","sports_uil_girls","Track/Field",""
"017","sports_uil_girls","Volleyball",""
"017","sports_club_boys","Wrestling",""
"068","sports_club_boys","Baseball",""
"068","sports_uil_girls","Cheer/Drill",""
"068","sports_uil_coed","Cheer/Drill",""
"068","sports_uil_boys","Cross Country",""
"068","sports_uil_girls","Cross Country",""
"068","sports_uil_boys","Football",""
"068","sports_uil_coed","Football",""
"068","sports_uil_boys","Cheer/Drill",""
"068","sports_uil_girls","Cheer/Drill",""
"068","sports_uil_boys","Track/Field",""
"068","sports_uil_girls","Track/Field",""
"068","sports_uil_girls","Volleyball",""
"128","sports_club_coed","Baseball",""
"128","sports_club_coed","Cheer/Drill",""
"128","sports_club_coed","Football",""
"128","sports_club_coed","Cheer/Drill",""
"460","sports_club_girls","Cheer/Drill",""
"460","sports_uil_boys","Cross Country",""
"460","sports_uil_girls","Cross Country",""
"460","sports_uil_boys","Cheer/Drill",""
"460","sports_uil_girls","Cheer/Drill",""
"460","sports_club_girls","Volleyball",""
"460","sports_club_coed","Running",""
"148","sports","Sports Not Offered",""
"269","sports","Sports Not Offered",""
"389","sports_club_coed","Cheer/Drill",""
"209","sports","Sports Not Offered",""
"297","sports_club_boys","Cheer/Drill",""
"297","sports_club_girls","Cheer/Drill",""
"297","sports_club_coed","Cheer/Drill",""
"279","sports_club_coed","Cheer/Drill",""
"279","sports_uil_boys","Cheer/Drill",""
"279","sports_uil_girls","Cheer/Drill",""
"279","sports_club_girls","Running",""
"279","sports_club_girls","Yoga",""
"477","sports_uil_boys","Baseball",""
"477","sports_uil_girls","Baseball",""
"477","sports_uil_girls","Cheer/Drill",""
"477","sports_uil_coed","Cheer/Drill",""
"477","sports_uil_boys","Cross Country",""
"477","sports_uil_girls","Cross Country",""
"477","sports_uil_coed","Cross Country",""
"477","sports_uil_boys","Football",""
"477","sports_club_coed","Golf",""
"477","sports_uil_boys","Cheer/Drill",""
"477","sports_uil_girls","Cheer/Drill",""
"477","sports_uil_boys","Softball",""
"477","sports_uil_girls","Softball",""
"477","sports_uil_boys","Track/Field",""
"477","sports_uil_girls","Track/Field",""
"477","sports_uil_coed","Track/Field",""
"477","sports_uil_girls","Volleyball",""
"477","sports_uil_boys","Wrestling",""
"477","sports_uil_girls","Wrestling",""
"477","sports_uil_coed","Wrestling",""
"477","sports_club_coed","Strength/Conditioning",""
"234","sports_club_boys","Baseball",""
"234","sports_club_girls","Cheer/Drill",""
"234","sports_club_coed","Football",""
"234","sports_club_boys","Cheer/Drill",""
"234","sports_club_girls","Cheer/Drill",""
"234","sports_club_girls","Softball",""
"234","sports_club_coed","Tennis",""
"234","sports_club_girls","Volleyball",""
"234","sports_club_coed","Flag Football",""
"234","sports_club_coed","Running",""
"234","sports_club_coed","Yoga",""
"140","sports_club_coed","Baseball",""
"140","sports_club_coed","Cheer/Drill",""
"140","sports_club_coed","Football",""
"140","sports_club_coed","Cheer/Drill",""
